iter	RMSE
126	40820.22545
127	40773.81466
128	40729.16191
129	40688.0377
130	40645.79832
131	40591.21436
132	40565.45584
133	40531.65102
134	40522.11935
135	40492.93787
136	40421.13161
137	40367.66305
138	40299.78399
139	40263.48668
140	40241.94438
141	40197.94071
142	40154.5011
143	40108.92366
144	40099.76688
145	40061.79923
146	40054.63546
147	40054.19077
148	40047.23603
149	40021.00168
150	39978.41131
151	39943.38899
152	39901.46452
153	39860.25644
154	39832.79461
155	39804.17163
156	39756.74075
157	39716.77036
158	39674.10016
159	39645.64077
160	39616.92993
161	39570.36822
162	39547.62028
163	39508.469
164	39453.92946
165	39403.41352
166	39374.20199
167	39343.20818
168	39315.92688
169	39282.3405
170	39246.83804
171	39217.61271
172	39173.94912
173	39151.97683
174	39128.58675
175	39092.29546
176	39061.76808
177	39058.02103
178	39032.18918
179	39002.242
180	38976.85659
181	38946.03684
182	38914.98321
183	38892.41433
184	38867.22767
185	38837.61181
186	38816.19485
187	38788.83433
188	38767.03849
189	38745.63167
190	38726.73636
191	38698.13621
192	38675.83943
193	38649.07052
194	38635.98651
195	38607.74895
196	38585.01044
197	38563.80009
198	38507.80424
199	38505.89422
200	38482.18545
201	38458.09423
202	38447.41022
203	38422.1592
204	38400.24818
205	38381.2668
206	38355.52615
207	38340.18152
208	38298.68989
209	38269.3846
210	38243.82082
211	38183.10198
212	38155.53543
213	38125.00315
214	38096.32669
215	38069.13512
216	38020.28758
217	38002.98974
218	37980.90221
219	37957.07103
220	37917.4526
221	37905.72404
222	37883.8621
223	37864.87917
224	37844.80574
225	37825.37286
226	37810.1765
227	37796.15638
228	37781.60002
229	37749.78274
230	37712.03203
231	37701.78985
232	37680.03881
233	37649.10562
234	37628.74453
235	37604.84693
236	37579.74752
237	37566.3813
238	37531.39487
239	37505.21465
240	37470.76404
241	37456.91044
242	37420.16991
243	37374.94548
244	37350.56222
245	37328.12136
246	37307.62726
247	37291.32471
248	37270.04298
249	37257.94632
250	37226.72656
251	37211.62269
252	37191.24647
253	37175.29449
254	37159.82062
255	37144.55657
256	37119.47096
257	37102.85426
258	37070.53138
259	37050.16053
260	37023.41536
261	37013.17055
262	37005.22211
263	36984.25952
264	36942.45112
265	36928.75804
266	36895.98174
267	36884.56585
268	36860.18206
269	36842.91179
270	36815.45927
271	36796.8432
272	36778.78696
273	36764.54139
274	36742.52467
275	36716.88551
276	36689.75442
277	36672.88701
278	36656.05837
279	36619.38368
280	36601.96741
281	36588.89908
282	36572.12165
283	36559.24354
284	36547.64572
285	36531.52618
286	36515.13133
287	36480.61334
288	36463.0419
289	36451.77247
290	36436.69548
291	36421.3378
292	36403.11417
293	36388.29492
294	36377.38204
295	36367.467
296	36338.52986
297	36324.10527
298	36312.34986
299	36297.41644
300	36274.55648
301	36255.45027
302	36241.16719
303	36222.75141
304	36202.79551
305	36187.88079
306	36172.59535
307	36165.98148
308	36152.80546
309	36143.64096
310	36134.98517
311	36113.15387
312	36097.94426
313	36085.53233
314	36067.24878
315	36053.72274
316	36038.12788
317	36025.27815
318	36015.41359
319	35990.84554
320	35980.27947
321	35961.90548
322	35952.59903
323	35940.55544
324	35923.47125
325	35911.66004
326	35898.4238
327	35887.29389
328	35881.22004
329	35868.7632
330	35861.97313
331	35840.84128
332	35831.5638
333	35819.72376
334	35809.15612
335	35798.65839
336	35788.57012
337	35777.55119
338	35762.12655
339	35752.31997
340	35743.54232
341	35726.84251
342	35717.20144
343	35709.40002
344	35684.89448
345	35660.2925
346	35650.55564
347	35630.00615
348	35613.99363
349	35605.08334
350	35596.90551
351	35589.69523
352	35575.02514
353	35555.70512
354	35548.51311
355	35532.01251
356	35525.06747
357	35511.02475
358	35501.01812
359	35489.2832
360	35484.84738
361	35466.59962
362	35462.7786
363	35453.28184
364	35441.7538
365	35435.6257
366	35431.01209
367	35417.61726
368	35400.22023
369	35388.98764
370	35376.84815
371	35356.38224
372	35344.9684
373	35337.27084
374	35325.59339
375	35312.70218
376	35292.32482
377	35285.69298
378	35280.39673
379	35262.41864
380	35256.946
381	35242.58496
382	35236.28709
383	35233.12143
384	35220.73823
385	35200.12578
386	35191.89521
387	35181.65989
388	35173.16523
389	35166.71703
390	35156.96762
391	35144.70563
392	35132.91587
393	35123.60232
394	35116.40701
395	35108.04066
396	35099.0154
397	35096.03288
398	35086.21103
399	35081.2885
400	35063.06149
401	35054.00789
402	35046.54755
403	35038.25022
404	35033.66419
405	35024.48132
406	35007.85025
407	35003.72976
408	34988.94493
409	34977.08201
410	34970.10398
411	34964.76975
412	34959.49281
413	34953.37706
414	34948.88416
415	34932.4122
416	34929.35211
417	34925.44378
418	34919.13012
419	34912.92706
420	34907.82641
421	34900.35203
422	34886.20138
423	34882.45946
424	34878.78538
425	34872.87126
426	34858.04974
427	34848.17607
428	34841.03223
429	34834.26474
430	34830.74668
431	34810.4946
432	34807.00456
433	34803.39519
434	34796.47647
435	34790.21281
436	34776.21555
437	34765.53701
438	34752.95556
439	34745.94328
440	34734.9535
441	34724.82138
442	34718.08151
443	34714.18483
444	34707.68812
445	34700.98229
446	34695.43091
447	34686.20449
448	34678.50662
449	34672.14076
450	34667.58058
451	34659.57737
452	34652.07819
453	34639.30068
454	34628.87136
455	34616.45332
456	34610.64323
457	34601.40345
458	34589.61681
459	34585.36685
460	34582.27214
461	34573.22537
462	34569.17321
463	34563.43775
464	34553.25963
465	34543.60966
466	34538.92286
467	34534.93106
468	34530.90548
469	34520.59196
470	34516.35724
471	34512.05872
472	34501.29805
473	34490.30829
474	34487.73733
475	34484.22108
476	34478.8169
477	34470.58741
478	34466.81224
479	34461.04406
480	34457.91449
481	34451.73054
482	34445.70271
483	34437.65117
484	34431.88353
485	34431.8514
486	34428.89284
487	34422.71615
488	34418.99409
489	34415.71849
490	34410.70345
491	34400.41628
492	34396.21976
493	34391.5859
494	34386.43777
495	34372.28008
496	34368.10725
497	34364.21317
498	34354.48518
499	34348.58315
500	34343.85957
501	34334.50056
502	34330.50289
503	34327.52583
504	34321.75897
505	34316.54029
506	34311.16109
507	34305.8448
508	34301.36038
509	34295.31591
510	34285.90885
511	34282.73171
512	34275.72344
513	34272.52891
514	34269.032
515	34262.96152
516	34260.20937
517	34255.20182
518	34246.84388
519	34239.57417
520	34234.59075
521	34227.69566
522	34219.34466
523	34217.11793
524	34214.5656
525	34209.27406
526	34205.66676
527	34201.5236
528	34192.87958
529	34187.51144
530	34181.32814
531	34178.25741
532	34172.04245
533	34167.78201
534	34160.65249
535	34155.74317
536	34154.48693
537	34151.57708
538	34147.36998
539	34143.98405
540	34140.97454
541	34137.10928
542	34130.44841
543	34126.7708
544	34123.51689
545	34117.12006
546	34115.29023
547	34110.90325
548	34107.15661
549	34103.0688
550	34098.85846
551	34091.31527
552	34087.88566
553	34081.86035
554	34074.44959
555	34072.06204
556	34069.90613
557	34065.40377
558	34063.17352
559	34058.92882
560	34057.01725
561	34053.48956
562	34047.5511
563	34039.91569
564	34035.28604
565	34030.7967
566	34027.47925
567	34025.84537
568	34024.08234
569	34022.35083
570	34015.66642
571	34012.12411
572	34008.93207
573	34002.04416
574	33998.48211
575	33991.43495
576	33987.91707
577	33985.54123
578	33980.26013
579	33976.05805
580	33972.6864
581	33969.69732
582	33964.33933
583	33961.64988
584	33958.16479
585	33955.59815
586	33952.22287
587	33945.18939
588	33941.65296
589	33937.01425
590	33932.10307
591	33929.17747
592	33923.03383
593	33921.03243
594	33919.68406
595	33916.6552
596	33911.93282
597	33908.12161
598	33904.40116
599	33900.62599
600	33897.11776
601	33891.20537
602	33888.58808
603	33886.1669
604	33883.75551
605	33882.43511
606	33878.69413
607	33873.57747
608	33870.7772
609	33866.08366
610	33863.22632
611	33858.44573
612	33856.25176
613	33854.15115
614	33852.09317
615	33847.05523
616	33843.03684
617	33840.04894
618	33837.10413
619	33833.60983
620	33828.93232
621	33827.17319
622	33824.92892
623	33822.1982
624	33819.70903
625	33818.40004
626	33816.07801
627	33814.01479
628	33811.63895
629	33809.63024
630	33806.86858
631	33801.12017
632	33799.16351
633	33797.76885
634	33796.76137
635	33791.55471
636	33787.26483
637	33784.54179
638	33779.96572
639	33777.50823
640	33775.53979
641	33771.84433
642	33769.99387
643	33769.26751
644	33766.89305
645	33764.97925
646	33763.54355
647	33759.63373
648	33758.18557
649	33755.47386
650	33752.15899
651	33747.82806
652	33747.44126
653	33744.81394
654	33743.43855
655	33741.86499
656	33740.66326
657	33739.19355
658	33737.50139
659	33735.70729
660	33731.16217
661	33728.04381
662	33726.00528
663	33722.87734
664	33720.65977
665	33715.99493
666	33711.64665
667	33709.82252
668	33707.18732
669	33704.53146
670	33699.52215
671	33697.36794
672	33696.09182
673	33694.85591
674	33692.73487
675	33690.00165
676	33687.14624
677	33684.80128
678	33683.64783
679	33680.66574
680	33678.50483
681	33676.45311
682	33673.69095
683	33668.41359
684	33666.05283
685	33662.26126
686	33660.91058
687	33657.92096
688	33656.68377
689	33654.77183
690	33652.12338
691	33649.02173
692	33647.16051
693	33646.00863
694	33642.32091
695	33640.8464
696	33639.63646
697	33638.08241
698	33636.14712
699	33632.02905
700	33629.86071
701	33627.79343
702	33625.76753
703	33624.15123
704	33622.1311
705	33620.34151
706	33618.46233
707	33615.96869
708	33615.09016
709	33613.28279
710	33612.53051
711	33610.50918
712	33609.34085
713	33607.29679
714	33603.2647
715	33600.58579
716	33600.11511
717	33598.97677
718	33597.89418
719	33596.01652
720	33594.47271
721	33593.06374
722	33591.40346
723	33590.0175
724	33587.82203
725	33583.61893
726	33582.51051
727	33580.01524
728	33578.5731
729	33577.67203
730	33575.4123
731	33568.76122
732	33567.70005
733	33566.7164
734	33565.75662
735	33562.30377
736	33560.92212
737	33559.955
738	33552.20814
739	33550.27168
740	33549.29606
741	33547.94683
742	33547.10284
743	33544.35877
744	33540.81263
745	33540.15515
746	33538.89483
747	33535.59534
748	33534.6515
749	33532.84385
750	33531.32734
751	33530.65283
752	33527.31986
753	33525.55412
754	33519.62107
755	33518.05415
756	33516.13042
757	33514.31234
758	33511.95887
759	33511.19348
760	33509.41205
761	33505.27754
762	33503.63992
763	33501.69328
764	33500.17844
765	33498.55618
766	33493.53805
767	33492.32127
768	33490.83475
769	33488.24251
770	33487.22302
771	33486.19193
772	33485.15321
773	33483.74782
774	33479.70334
775	33478.57019
776	33477.47642
777	33474.66126
778	33473.21287
779	33471.58469
780	33466.03739
781	33465.48166
782	33463.89683
783	33462.53946
784	33456.75454
785	33454.4104
786	33452.72729
787	33449.35875
788	33445.64818
789	33444.60354
790	33443.7615
791	33441.72855
792	33440.06669
793	33437.18151
794	33435.20092
795	33434.39037
796	33431.88192
797	33430.1226
798	33428.34493
799	33426.78139
800	33423.40783
801	33421.29962
802	33420.1108
803	33419.2291
804	33418.08908
805	33417.19713
806	33416.42462
807	33415.2752
808	33414.51828
809	33411.85698
810	33410.9845
811	33408.14009
812	33406.76949
813	33405.78138
814	33404.68683
815	33404.27027
816	33403.36607
817	33400.60902
818	33399.13543
819	33396.79685
820	33392.10622
821	33391.23368
822	33390.38441
823	33388.96805
824	33388.07718
825	33386.42486
826	33385.31982
827	33384.34282
828	33382.63169
829	33381.85425
830	33379.40374
831	33378.91048
832	33377.78572
833	33373.11503
834	33372.17575
835	33370.0013
836	33365.05228
837	33363.80596
838	33362.14593
839	33360.83405
840	33359.56092
841	33358.52325
842	33356.72429
843	33356.13597
844	33355.69326
845	33354.51464
846	33353.62507
847	33352.44051
848	33351.60298
849	33350.08071
850	33348.20434
851	33347.90435
852	33346.48389
853	33344.30214
854	33342.50637
855	33341.76917
856	33340.53821
857	33339.33581
858	33337.51741
859	33336.46414
860	33334.09823
861	33332.93323
862	33332.41375
863	33330.1693
864	33329.0317
865	33326.82092
866	33325.71274
867	33324.7176
868	33323.41328
869	33321.53075
870	33319.81576
871	33318.225
872	33316.78636
873	33314.82629
874	33314.236
875	33313.20581
876	33312.1935
877	33311.45309
878	33310.75362
879	33310.00081
880	33308.93543
881	33308.24584
882	33307.09314
883	33306.41344
884	33304.48572
885	33303.58827
886	33302.99178
887	33301.64589
888	33299.63126
889	33298.62374
890	33293.36934
891	33291.45023
892	33288.05604
893	33287.18895
894	33285.40847
895	33284.03797
896	33282.42131
897	33281.56608
898	33280.80707
899	33279.4362
900	33278.56863
901	33278.12861
902	33277.50384
903	33274.94358
904	33273.3822
905	33272.97837
906	33271.96242
907	33270.62437
908	33269.08346
909	33266.80279
910	33265.88657
911	33264.78904
912	33263.85509
913	33261.69916
914	33261.32531
915	33260.43251
916	33259.71136
917	33257.11064
918	33256.15226
919	33255.42131
920	33254.1775
921	33253.54092
922	33252.89696
923	33251.53243
924	33250.44433
925	33249.35511
926	33247.98883
927	33245.28282
928	33244.53213
929	33242.77022
930	33242.14419
931	33241.46412
932	33240.0776
933	33238.63399
934	33238.19522
935	33235.65809
936	33234.65535
937	33232.96762
938	33232.61493
939	33231.87076
940	33230.6248
941	33228.41344
942	33227.34874
943	33226.41994
944	33225.58028
945	33225.044
946	33223.03546
947	33222.51687
948	33221.94533
949	33221.11049
950	33220.3857
951	33219.6061
952	33216.81589
953	33216.31396
954	33215.07533
955	33213.92693
956	33213.33705
957	33212.58572
958	33212.15522
959	33210.73075
960	33210.30257
961	33209.47057
962	33208.40906
963	33207.85322
964	33207.53948
965	33206.75866
966	33205.85015
967	33205.3028
968	33203.72658
969	33203.35158
970	33202.8278
971	33201.91183
972	33201.13825
973	33199.87709
974	33199.1438
975	33198.68609
976	33197.75444
977	33195.97048
978	33195.07793
979	33193.98032
980	33193.22013
981	33192.82416
982	33191.10008
983	33190.44102
984	33189.92725
985	33188.75284
986	33188.04645
987	33187.0046
988	33186.38278
989	33185.75697
990	33184.91131
991	33183.79218
992	33182.10465
993	33181.67754
994	33181.31095
995	33180.27319
996	33179.447
997	33178.75287
998	33177.67915
999	33177.34136
