iter	RMSE
152	44719.25484
153	44687.07683
154	44631.32314
155	44599.63182
156	44564.93055
157	44477.88171
158	44440.61957
159	44391.89202
160	44350.25127
161	44330.17808
162	44311.18004
163	44253.19993
164	44221.78201
165	44201.92367
166	44173.7077
167	44077.72862
168	44048.60205
169	43991.85322
170	43982.78129
171	43956.4615
172	43917.64287
173	43915.40588
174	43899.19801
175	43873.38347
176	43840.41423
177	43790.93271
178	43765.85678
179	43750.20332
180	43729.08057
181	43701.28566
182	43689.40161
183	43644.94648
184	43619.4706
185	43556.45928
186	43518.18619
187	43492.10242
188	43469.18287
189	43429.48287
190	43402.61485
191	43378.55154
192	43303.4793
193	43256.24731
194	43221.17564
195	43145.58908
196	43134.16988
197	43123.50391
198	43094.42291
199	43065.81495
200	43041.83787
201	42999.24069
202	42984.12387
203	42936.86171
204	42926.74943
205	42886.70482
206	42863.93236
207	42827.62262
208	42804.27765
209	42768.30276
210	42726.92036
211	42700.4095
212	42674.88037
213	42635.89479
214	42595.71811
215	42566.08598
216	42539.79127
217	42529.14638
218	42512.35477
219	42497.3832
220	42448.27236
221	42423.12856
222	42360.60722
223	42308.16666
224	42294.55849
225	42253.20775
226	42243.09964
227	42196.85146
228	42178.19392
229	42143.52515
230	42120.2433
231	42106.74874
232	42085.13627
233	42026.36306
234	41988.33811
235	41975.39556
236	41943.87425
237	41906.64946
238	41894.80448
239	41867.46814
240	41859.28071
241	41851.51931
242	41826.86876
243	41818.29581
244	41786.17232
245	41748.96013
246	41706.3098
247	41699.03429
248	41677.49598
249	41626.43964
250	41597.12834
251	41583.56391
252	41547.11721
253	41517.32844
254	41498.39914
255	41484.25693
256	41468.47081
257	41456.97497
258	41440.46135
259	41422.31323
260	41402.0066
261	41376.33862
262	41362.13041
263	41351.61423
264	41324.79424
265	41291.72175
266	41272.83972
267	41261.86985
268	41240.64727
269	41202.91767
270	41179.77647
271	41164.27225
272	41157.92934
273	41149.9296
274	41115.96795
275	41061.91011
276	41032.70976
277	41014.30077
278	40960.68426
279	40899.63717
280	40886.24098
281	40834.77753
282	40809.36609
283	40759.44817
284	40732.18089
285	40717.08706
286	40685.89576
287	40675.63675
288	40648.34672
289	40625.59786
290	40604.7695
291	40597.37477
292	40582.42802
293	40542.50364
294	40534.84184
295	40514.25798
296	40487.42451
297	40458.12951
298	40446.27706
299	40425.66666
300	40407.16695
301	40399.67193
302	40381.45832
303	40367.90027
304	40347.61916
305	40324.1172
306	40315.15776
307	40289.27826
308	40276.85108
309	40267.40392
310	40254.71784
311	40217.23931
312	40194.21593
313	40184.91733
314	40184.57414
315	40174.24761
316	40164.10422
317	40136.04244
318	40124.00925
319	40105.40247
320	40083.95324
321	40037.66796
322	40010.78194
323	39984.51371
324	39948.1984
325	39937.23057
326	39919.28839
327	39903.2958
328	39888.24945
329	39878.61385
330	39868.81479
331	39842.6691
332	39818.34245
333	39809.09477
334	39799.86674
335	39755.20632
336	39734.16069
337	39711.54478
338	39702.13551
339	39692.89712
340	39676.27061
341	39618.52193
342	39601.36045
343	39595.43888
344	39583.86238
345	39542.17007
346	39511.78292
347	39467.72289
348	39456.71972
349	39414.93521
350	39395.87135
351	39379.68133
352	39363.5386
353	39358.84084
354	39354.32992
355	39333.31342
356	39330.01914
357	39322.8697
358	39299.10273
359	39280.80435
360	39271.36021
361	39261.77333
362	39258.63068
363	39253.00313
364	39221.09261
365	39197.98849
366	39197.78514
367	39179.73213
368	39172.62455
369	39155.49962
370	39122.49603
371	39090.07276
372	39086.05503
373	39072.93698
374	39057.69927
375	39042.13503
376	39038.27771
377	39009.54939
378	39001.71489
379	38989.51396
380	38976.77852
381	38970.82267
382	38951.3997
383	38947.54396
384	38934.44568
385	38918.02563
386	38897.48695
387	38883.85885
388	38870.01972
389	38843.41185
390	38804.4335
391	38768.00854
392	38760.21905
393	38738.5537
394	38732.31246
395	38703.40151
396	38676.56392
397	38668.16655
398	38659.9871
399	38632.89573
400	38610.32057
401	38587.50575
402	38574.99137
403	38562.98989
404	38557.23135
405	38541.29529
406	38504.74778
407	38489.34448
408	38463.65873
409	38460.59704
410	38447.12057
411	38437.54754
412	38400.86133
413	38394.97244
414	38381.65136
415	38378.82834
416	38362.00683
417	38359.75552
418	38332.54071
419	38307.27026
420	38303.09266
421	38300.37994
422	38296.5007
423	38291.87027
424	38270.56804
425	38261.40652
426	38247.53619
427	38230.70505
428	38195.81636
429	38190.51559
430	38174.21296
431	38160.38696
432	38140.68997
433	38135.13226
434	38109.26253
435	38087.90054
436	38076.61802
437	38074.9235
438	38055.65961
439	38043.55864
440	38021.19101
441	38015.19182
442	38008.1138
443	37986.55252
444	37983.19641
445	37972.17869
446	37966.95075
447	37950.47911
448	37940.8644
449	37914.29697
450	37906.66475
451	37901.88416
452	37895.29719
453	37895.19952
454	37889.63523
455	37880.0401
456	37876.59442
457	37857.37126
458	37852.48553
459	37840.11451
460	37811.13824
461	37800.37568
462	37782.74623
463	37764.32842
464	37755.70434
465	37744.25878
466	37739.31113
467	37729.2756
468	37718.72289
469	37694.01905
470	37684.49402
471	37679.36528
472	37668.40846
473	37664.51272
474	37640.16029
475	37624.78077
476	37619.03685
477	37596.17692
478	37570.53788
479	37552.12182
480	37536.39231
481	37522.25583
482	37512.55507
483	37510.63151
484	37501.54643
485	37485.92617
486	37443.18641
487	37435.28973
488	37418.20544
489	37394.18641
490	37389.58461
491	37382.24209
492	37352.53012
493	37341.15477
494	37333.71774
495	37327.05149
496	37319.91961
497	37291.49364
498	37284.0509
499	37273.43186
500	37267.19486
501	37258.07735
502	37254.38873
503	37248.96552
504	37240.48373
505	37208.98083
506	37194.69318
507	37186.12876
508	37182.98753
509	37167.54977
510	37146.57816
511	37138.17425
512	37125.6023
513	37117.34185
514	37086.92001
515	37082.64923
516	37080.29114
517	37069.73986
518	37040.62396
519	37033.81058
520	37024.35551
521	37009.10466
522	37005.27737
523	36991.38335
524	36967.61278
525	36965.20992
526	36962.84647
527	36959.35241
528	36956.09779
529	36942.63609
530	36932.74005
531	36926.32571
532	36920.73467
533	36915.39609
534	36905.7018
535	36894.26592
536	36888.49307
537	36882.11243
538	36872.54441
539	36854.43595
540	36834.25693
541	36826.3874
542	36824.31204
543	36822.162
544	36795.9716
545	36768.88017
546	36759.9092
547	36758.30172
548	36757.2058
549	36737.03356
550	36732.0503
551	36705.46991
552	36699.30552
553	36690.52242
554	36669.7835
555	36666.53705
556	36662.76831
557	36636.77092
558	36633.44413
559	36607.47707
560	36605.63934
561	36597.82771
562	36592.22507
563	36571.22202
564	36567.84276
565	36542.50802
566	36538.56318
567	36531.69264
568	36524.18352
569	36522.4684
570	36502.32832
571	36489.07837
572	36481.11896
573	36473.23447
574	36466.31719
575	36457.99428
576	36433.33186
577	36420.31903
578	36395.81135
579	36382.92176
580	36365.08059
581	36365.02731
582	36346.56166
583	36323.54305
584	36303.82586
585	36281.53934
586	36274.04083
587	36266.15771
588	36257.41743
589	36256.49381
590	36233.99643
591	36229.02811
592	36227.1689
593	36222.63516
594	36213.44281
595	36208.30267
596	36203.56833
597	36199.03912
598	36195.82952
599	36174.3651
600	36163.69797
601	36162.92233
602	36160.25207
603	36154.29747
604	36151.96118
605	36144.40124
606	36122.52641
607	36113.81337
608	36110.66156
609	36108.57522
610	36104.62667
611	36100.48015
612	36078.8884
613	36071.98557
614	36055.93972
615	36037.70622
616	36030.57499
617	36023.57712
618	36020.0409
619	36018.492
620	36012.65326
621	36008.28365
622	35989.73287
623	35987.71827
624	35986.8065
625	35981.71256
626	35970.82931
627	35951.12707
628	35944.8753
629	35940.51165
630	35938.49214
631	35930.66173
632	35923.48232
633	35914.02635
634	35909.71815
635	35899.38183
636	35878.96836
637	35861.70917
638	35854.93483
639	35849.10984
640	35834.90996
641	35831.76078
642	35821.91279
643	35818.71094
644	35817.12556
645	35813.82099
646	35806.61418
647	35801.93175
648	35773.56945
649	35770.31242
650	35769.2854
651	35756.40857
652	35746.44344
653	35715.77189
654	35714.86606
655	35713.70209
656	35701.28977
657	35692.85337
658	35687.81617
659	35670.03677
660	35658.48349
661	35639.75
662	35633.00352
663	35626.91623
664	35597.77675
665	35596.46357
666	35590.55713
667	35590.5229
668	35573.60679
669	35568.53066
670	35551.34074
671	35544.70371
672	35543.34142
673	35526.81877
674	35524.16752
675	35519.72336
676	35516.02909
677	35506.88064
678	35503.13139
679	35501.09611
680	35490.59278
681	35478.81607
682	35476.19051
683	35471.58039
684	35455.42486
685	35449.71878
686	35432.12715
687	35427.00604
688	35397.70292
689	35393.17515
690	35376.73468
691	35369.38765
692	35364.97989
693	35352.94995
694	35343.98451
695	35328.85995
696	35319.06674
697	35306.66261
698	35300.66708
699	35287.82057
700	35285.66844
701	35268.98208
702	35251.34287
703	35229.79076
704	35223.86333
705	35219.05527
706	35209.96799
707	35204.52394
708	35201.56953
709	35175.03214
710	35163.77737
711	35160.0837
712	35153.238
713	35140.80178
714	35138.00516
715	35127.85229
716	35125.19111
717	35118.74357
718	35117.09553
719	35114.00804
720	35110.71069
721	35100.57134
722	35091.7005
723	35089.42684
724	35082.37558
725	35074.96149
726	35070.49904
727	35056.07778
728	35048.24948
729	35031.63225
730	35022.2295
731	35017.74058
732	35006.01596
733	34991.70722
734	34977.38647
735	34972.65688
736	34967.35803
737	34953.75803
738	34948.87278
739	34944.02017
740	34931.1218
741	34916.99233
742	34904.50283
743	34885.66159
744	34873.07303
745	34871.29426
746	34870.11692
747	34861.99611
748	34857.37695
749	34840.76515
750	34834.23133
751	34831.3886
752	34823.30459
753	34820.08914
754	34818.01026
755	34807.98214
756	34803.96253
757	34797.37534
758	34795.2103
759	34789.6737
760	34785.33419
761	34779.25787
762	34753.95478
763	34751.15382
764	34738.66215
765	34729.18458
766	34717.64983
767	34705.71555
768	34701.11482
769	34700.49039
770	34691.7056
771	34684.4511
772	34675.79195
773	34661.8854
774	34658.01253
775	34641.2819
776	34631.78603
777	34624.40403
778	34613.6227
779	34611.70766
780	34595.37181
781	34592.83783
782	34589.36054
783	34584.58356
784	34583.97522
785	34570.63632
786	34568.475
787	34561.05164
788	34554.13641
789	34550.35808
790	34545.89375
791	34528.8008
792	34517.13408
793	34512.59583
794	34499.6127
795	34498.56723
796	34483.4774
797	34476.41825
798	34474.92425
799	34470.42978
800	34466.74147
801	34462.26553
802	34452.89416
803	34444.81887
804	34425.96918
805	34414.19934
806	34410.25033
807	34404.75871
808	34381.14808
809	34375.47598
810	34374.39991
811	34360.00648
812	34356.78744
813	34353.02282
814	34351.5404
815	34344.27294
816	34339.49375
817	34332.25629
818	34323.07686
819	34318.14704
820	34313.29826
821	34312.0871
822	34295.90586
823	34294.00512
824	34289.9955
825	34288.87524
826	34286.89463
827	34266.91649
828	34262.18764
829	34259.12054
830	34252.70626
831	34244.45012
832	34238.85333
833	34235.88646
834	34230.84277
835	34225.6787
836	34212.1867
837	34199.53848
838	34191.56918
839	34177.74604
840	34169.53258
841	34160.14041
842	34158.46236
843	34153.35792
844	34151.61131
845	34147.53631
846	34138.20116
847	34134.12273
848	34127.77407
849	34123.89144
850	34114.03452
851	34109.48643
852	34106.47756
853	34103.85851
854	34102.91856
855	34099.37536
856	34094.99844
857	34093.11538
858	34088.05
859	34086.87147
860	34084.15997
861	34080.03019
862	34076.0343
863	34073.98298
864	34071.89861
865	34062.66033
866	34052.78402
867	34049.14501
868	34045.70079
869	34034.40384
870	34025.84845
871	34023.38729
872	34020.57531
873	34017.82023
874	34016.46784
875	33995.1984
876	33993.59294
877	33989.24399
878	33986.68042
879	33981.78009
880	33975.78096
881	33972.14572
882	33962.65491
883	33947.8482
884	33942.94046
885	33930.85238
886	33926.09816
887	33922.56754
888	33920.80239
889	33919.30877
890	33908.5682
891	33894.89346
892	33887.49837
893	33885.28322
894	33881.79337
895	33869.32699
896	33868.8944
897	33865.7234
898	33861.60915
899	33858.04458
900	33850.77151
901	33846.96112
902	33845.04412
903	33838.00295
904	33833.46156
905	33831.85244
906	33818.78742
907	33811.73137
908	33808.26356
909	33805.02706
910	33794.87601
911	33783.74216
912	33773.92756
913	33769.72586
914	33767.90608
915	33756.9844
916	33753.78347
917	33751.64134
918	33748.0018
919	33745.22316
920	33736.64141
921	33731.21273
922	33713.93034
923	33712.45761
924	33699.11321
925	33688.81873
926	33686.37377
927	33681.97879
928	33673.99326
929	33670.59984
930	33666.81079
931	33660.97431
932	33655.4704
933	33653.49876
934	33651.86452
935	33648.44374
936	33644.37341
937	33638.9476
938	33635.69531
939	33629.56841
940	33627.88009
941	33615.67171
942	33607.02934
943	33604.27425
944	33600.95972
945	33594.72242
946	33593.60891
947	33586.87646
948	33583.60731
949	33580.33262
950	33579.62782
951	33577.66539
952	33572.98025
953	33571.64795
954	33570.65591
955	33567.96277
956	33562.99549
957	33561.16128
958	33557.27923
959	33555.10586
960	33549.8293
961	33547.92897
962	33545.77628
963	33540.45979
964	33534.44109
965	33525.18963
966	33522.70643
967	33514.22595
968	33510.5993
969	33498.8301
970	33488.2441
971	33482.56908
972	33481.78486
973	33479.26301
974	33477.71022
975	33471.49886
976	33464.09935
977	33456.70111
978	33450.36097
979	33441.62743
980	33436.45353
981	33433.42943
982	33429.30335
983	33423.33732
984	33420.32389
985	33419.55846
986	33411.98604
987	33409.5141
988	33405.68608
989	33397.94093
990	33396.93639
991	33388.70433
992	33384.21195
993	33383.31838
994	33371.05923
995	33366.39333
996	33358.13371
997	33356.96941
998	33347.65428
999	33345.10839
