iter	RMSE
363	38100.96832
364	38071.95577
365	38064.6657
366	38049.09921
367	38003.17193
368	37995.2904
369	37984.36148
370	37972.08276
371	37966.69876
372	37956.92737
373	37947.41035
374	37937.90222
375	37933.4861
376	37920.60961
377	37905.44513
378	37888.73118
379	37873.68902
380	37863.27551
381	37847.62475
382	37837.54612
383	37825.84081
384	37816.90001
385	37798.78149
386	37789.10691
387	37744.38621
388	37735.53323
389	37721.22277
390	37711.25272
391	37682.47952
392	37674.95404
393	37663.31314
394	37652.70307
395	37635.88343
396	37625.76988
397	37615.36826
398	37587.7344
399	37560.55354
400	37529.26574
401	37521.40103
402	37510.81063
403	37500.93975
404	37493.02316
405	37455.32469
406	37450.62338
407	37446.31439
408	37439.66233
409	37432.36929
410	37407.30734
411	37397.60662
412	37395.09073
413	37379.14877
414	37369.82733
415	37359.32377
416	37352.30051
417	37343.06044
418	37325.29417
419	37312.63062
420	37295.81731
421	37289.36708
422	37267.49365
423	37257.47369
424	37247.08871
425	37241.76322
426	37220.63426
427	37213.0819
428	37204.74826
429	37186.50623
430	37169.20302
431	37150.21157
432	37135.41486
433	37120.5449
434	37111.99924
435	37102.80859
436	37085.95752
437	37063.964
438	37059.86882
439	37051.8693
440	37046.00712
441	37032.2323
442	37029.3115
443	37016.06447
444	37010.10484
445	36967.75083
446	36952.21485
447	36947.49596
448	36943.07902
449	36937.9878
450	36925.06533
451	36913.03827
452	36892.24623
453	36866.4453
454	36840.37482
455	36828.09496
456	36820.43557
457	36812.05269
458	36762.83323
459	36756.03497
460	36747.71679
461	36737.93849
462	36727.13868
463	36709.82039
464	36682.98057
465	36677.22067
466	36670.42251
467	36658.25308
468	36635.52569
469	36629.30663
470	36616.003
471	36609.07996
472	36593.10673
473	36582.29803
474	36570.2057
475	36559.61186
476	36551.09148
477	36539.49286
478	36520.85819
479	36515.03358
480	36509.47798
481	36502.77297
482	36458.29015
483	36451.44416
484	36445.87538
485	36435.03235
486	36424.36515
487	36413.78002
488	36382.09854
489	36365.35003
490	36348.33113
491	36343.1518
492	36333.49798
493	36313.54008
494	36302.62463
495	36275.84269
496	36268.52695
497	36262.01711
498	36248.70651
499	36230.99418
500	36201.27348
501	36186.60176
502	36175.78704
503	36169.57494
504	36163.83007
505	36158.36096
506	36150.72559
507	36146.52658
508	36138.19289
509	36133.73971
510	36130.49164
511	36121.80189
512	36116.50671
513	36109.06394
514	36091.51265
515	36076.06591
516	36071.8432
517	36066.90188
518	36060.91237
519	36052.69032
520	36047.7714
521	36044.29689
522	36036.27709
523	36030.62161
524	36025.04188
525	36019.03718
526	36010.41202
527	36001.44317
528	35988.49627
529	35979.88493
530	35969.70549
531	35961.97947
532	35938.57867
533	35934.41437
534	35927.96531
535	35920.58715
536	35898.1883
537	35895.24514
538	35890.97597
539	35882.5096
540	35876.41108
541	35871.81347
542	35850.52249
543	35821.63626
544	35811.94894
545	35805.21379
546	35789.32319
547	35767.83995
548	35753.30784
549	35750.25898
550	35743.85066
551	35734.98306
552	35726.31462
553	35715.20405
554	35700.75751
555	35693.55526
556	35689.22541
557	35683.10941
558	35674.60757
559	35662.43397
560	35650.4172
561	35637.29787
562	35624.81454
563	35617.27592
564	35612.55814
565	35600.80033
566	35597.52042
567	35590.44848
568	35578.30705
569	35572.57235
570	35570.03192
571	35556.65168
572	35547.30179
573	35525.03683
574	35516.37415
575	35493.2976
576	35485.67302
577	35474.04555
578	35465.80139
579	35460.52867
580	35457.37866
581	35448.1703
582	35445.07132
583	35436.2083
584	35416.72061
585	35395.71983
586	35384.31868
587	35374.20008
588	35371.6364
589	35366.74511
590	35364.26595
591	35357.84447
592	35346.69916
593	35343.40763
594	35333.56944
595	35328.74086
596	35322.02306
597	35320.2417
598	35312.12334
599	35302.0051
600	35294.12779
601	35286.59004
602	35272.0921
603	35255.71408
604	35248.44302
605	35238.03146
606	35228.30792
607	35224.568
608	35220.73523
609	35216.11137
610	35194.96275
611	35191.37935
612	35185.46793
613	35174.65061
614	35164.41719
615	35154.93434
616	35151.58961
617	35148.52558
618	35143.13731
619	35140.49237
620	35136.55099
621	35133.4165
622	35130.74372
623	35110.81048
624	35108.57507
625	35099.29727
626	35091.8799
627	35087.36304
628	35083.49416
629	35075.72928
630	35068.93077
631	35054.90061
632	35050.89845
633	35044.61374
634	35039.1198
635	35036.514
636	35031.85909
637	35027.4212
638	35025.47367
639	35016.44088
640	35008.45134
641	35002.12316
642	34997.90353
643	34993.35655
644	34985.9523
645	34974.96831
646	34965.67916
647	34955.27683
648	34948.81317
649	34943.8357
650	34941.16535
651	34937.25785
652	34931.07209
653	34922.13436
654	34918.54146
655	34912.72465
656	34909.90333
657	34907.23841
658	34904.19285
659	34900.26465
660	34896.87581
661	34893.59965
662	34890.86305
663	34885.81378
664	34880.71552
665	34878.73269
666	34861.44278
667	34859.33168
668	34837.8909
669	34830.93014
670	34813.41977
671	34811.26173
672	34804.5602
673	34800.56824
674	34799.31549
675	34789.74479
676	34771.99304
677	34763.98077
678	34762.64911
679	34760.31299
680	34744.47949
681	34742.55697
682	34734.53019
683	34719.65029
684	34715.50032
685	34711.78959
686	34707.56228
687	34705.30393
688	34700.24428
689	34695.66094
690	34682.12147
691	34679.9511
692	34676.39877
693	34669.34021
694	34667.29287
695	34662.09932
696	34643.74794
697	34640.75473
698	34636.16145
699	34630.97632
700	34627.28592
701	34622.74157
702	34615.32434
703	34611.71198
704	34607.91726
705	34601.9553
706	34594.95413
707	34590.56653
708	34583.20376
709	34580.54689
710	34573.91726
711	34570.26122
712	34559.74213
713	34556.6675
714	34546.64488
715	34542.25136
716	34539.03117
717	34525.23493
718	34522.88074
719	34520.34733
720	34510.17738
721	34496.93968
722	34493.69957
723	34491.16505
724	34488.30407
725	34485.05429
726	34472.7221
727	34465.35846
728	34463.23279
729	34460.92075
730	34445.36643
731	34435.6599
732	34431.46929
733	34418.99718
734	34412.22945
735	34408.75483
736	34405.54314
737	34403.18948
738	34401.72925
739	34398.86666
740	34392.29219
741	34388.18071
742	34387.04916
743	34383.63433
744	34381.51992
745	34377.91125
746	34373.92943
747	34372.49323
748	34369.6517
749	34367.76177
750	34365.80929
751	34363.06618
752	34362.32492
753	34359.61239
754	34356.78646
755	34351.56997
756	34348.87057
757	34345.46814
758	34339.44999
759	34336.07996
760	34330.88656
761	34319.05325
762	34307.49303
763	34304.98439
764	34300.71581
765	34295.51278
766	34284.41777
767	34283.29619
768	34278.89291
769	34276.54137
770	34272.52369
771	34269.42494
772	34267.62838
773	34265.45157
774	34262.1898
775	34259.62388
776	34255.72938
777	34251.31081
778	34246.2079
779	34242.38061
780	34239.21366
781	34231.26585
782	34227.89841
783	34225.32879
784	34222.56365
785	34216.53725
786	34211.8407
787	34208.5038
788	34205.70251
789	34202.95019
790	34199.52189
791	34192.46167
792	34182.5324
793	34181.05986
794	34170.93193
795	34169.10086
796	34166.34191
797	34160.92011
798	34159.39488
799	34147.24627
800	34146.29959
801	34142.02962
802	34132.15404
803	34127.25345
804	34123.66065
805	34121.38388
806	34111.94122
807	34106.66083
808	34105.14694
809	34099.73993
810	34098.53855
811	34093.57405
812	34086.92302
813	34083.86906
814	34082.91766
815	34081.02739
816	34078.56904
817	34075.86815
818	34070.51743
819	34067.95939
820	34060.53376
821	34058.56613
822	34055.94989
823	34053.9304
824	34051.97446
825	34049.3756
826	34039.99415
827	34037.46611
828	34034.36803
829	34032.49141
830	34029.36764
831	34028.04869
832	34023.06271
833	34020.12953
834	34016.93788
835	34015.29407
836	34013.1165
837	34008.98554
838	34004.61195
839	33999.98125
840	33997.08339
841	33995.90861
842	33987.61512
843	33986.35949
844	33979.50391
845	33975.01503
846	33972.53819
847	33962.35007
848	33957.73477
849	33954.65153
850	33951.26624
851	33950.56427
852	33947.60192
853	33945.92561
854	33943.95136
855	33940.62433
856	33940.16076
857	33938.67564
858	33936.58556
859	33931.78123
860	33930.80616
861	33928.98811
862	33927.14699
863	33924.34798
864	33922.23133
865	33920.09646
866	33919.23915
867	33917.84198
868	33916.61978
869	33914.96916
870	33912.81852
871	33910.58163
872	33906.45256
873	33898.22266
874	33896.01465
875	33894.11981
876	33892.35156
877	33890.17556
878	33885.50595
879	33884.3549
880	33880.92647
881	33879.49905
882	33877.34333
883	33873.0132
884	33870.95872
885	33869.21571
886	33860.83327
887	33859.33858
888	33850.28173
889	33847.07696
890	33840.78869
891	33840.27854
892	33838.20837
893	33837.0538
894	33834.45162
895	33832.4032
896	33830.76631
897	33829.33718
898	33826.55073
899	33822.72965
900	33820.55237
901	33816.64302
902	33815.76528
903	33814.68942
904	33813.05202
905	33811.88511
906	33808.70148
907	33807.64266
908	33804.30981
909	33803.17184
910	33801.09678
911	33799.4225
912	33798.37604
913	33797.62738
914	33794.37412
915	33793.04109
916	33789.46028
917	33786.41738
918	33785.04893
919	33782.74151
920	33776.83167
921	33775.17368
922	33772.1775
923	33770.56256
924	33769.07033
925	33767.7747
926	33766.32996
927	33765.60859
928	33763.45513
929	33760.99284
930	33758.22693
931	33757.19406
932	33756.01119
933	33754.99419
934	33754.35045
935	33752.88319
936	33751.42309
937	33747.80086
938	33744.25492
939	33743.13267
940	33739.76288
941	33737.93473
942	33736.1587
943	33734.89897
944	33732.69387
945	33731.17983
946	33729.28646
947	33725.9363
948	33724.28035
949	33717.86209
950	33715.29767
951	33712.91637
952	33711.44312
953	33709.53082
954	33708.76457
955	33702.66905
956	33698.58811
957	33696.71123
958	33695.73567
959	33694.8175
960	33693.66689
961	33692.44819
962	33689.43547
963	33683.24968
964	33677.14999
965	33674.73588
966	33667.59689
967	33666.71003
968	33665.47189
969	33663.55335
970	33661.23759
971	33659.83734
972	33657.99556
973	33651.63403
974	33650.94194
975	33649.78722
976	33648.5958
977	33643.38432
978	33642.70574
979	33640.69687
980	33639.89532
981	33637.46889
982	33636.80864
983	33636.08962
984	33633.26859
985	33632.74011
986	33631.94572
987	33629.80236
988	33627.55293
989	33626.32284
990	33625.92927
991	33624.44092
992	33621.11735
993	33619.47811
994	33617.41573
995	33615.16779
996	33613.46702
997	33608.20645
998	33606.77284
999	33604.44708
